trajectory_id,split
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_19-53-05__46,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_19-53-05__47,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_19-53-05__5,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_19-53-05__6,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_19-53-05__7,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_19-53-05__8,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_19-53-05__9,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__0,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__1,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__10,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__11,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__12,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__13,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__14,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__15,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__16,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__17,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__18,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__19,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__2,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__20,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__21,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__22,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__23,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__24,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__25,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__26,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__27,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__28,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__29,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__3,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__30,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__31,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__32,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__33,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__34,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__35,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__36,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__37,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__38,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__39,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__4,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__40,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/erdos-renyi/wR_L/false_0/2026-01-15_20-42-54__41,train
