trajectory_id,split
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/watts-strogatz/wR_L/false_0/2026-03-17_16-01-15__26,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/watts-strogatz/wR_L/false_0/2026-03-17_16-01-15__27,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/watts-strogatz/wR_L/false_0/2026-03-17_16-01-15__28,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/watts-strogatz/wR_L/false_0/2026-03-17_16-01-15__29,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/watts-strogatz/wR_L/false_0/2026-03-17_16-01-15__3,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/watts-strogatz/wR_L/false_0/2026-03-17_16-01-15__30,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/watts-strogatz/wR_L/false_0/2026-03-17_16-01-15__31,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/watts-strogatz/wR_L/false_0/2026-03-17_16-01-15__32,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/watts-strogatz/wR_L/false_0/2026-03-17_16-01-15__33,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/watts-strogatz/wR_L/false_0/2026-03-17_16-01-15__34,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/watts-strogatz/wR_L/false_0/2026-03-17_16-01-15__35,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/watts-strogatz/wR_L/false_0/2026-03-17_16-01-15__36,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/watts-strogatz/wR_L/false_0/2026-03-17_16-01-15__37,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/watts-strogatz/wR_L/false_0/2026-03-17_16-01-15__38,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/watts-strogatz/wR_L/false_0/2026-03-17_16-01-15__39,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/watts-strogatz/wR_L/false_0/2026-03-17_16-01-15__4,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/watts-strogatz/wR_L/false_0/2026-03-17_16-01-15__40,train
/Users/gs/Documents/GitHub/llm-debate-sim/data/outputs/runs/zeroshot/experts/watts-strogatz/wR_L/false_0/2026-03-17_16-01-15__41,train
